Transaction Type,Amount,Sender ID,Sender Balance,Transaction Time,Receiver ID,Receiver Balance,Device Type,IP Address,Latitude,Longitude,Is Fraudulent
PAYMENT,21732.87,C297332332,42237.02,16:30,M521255186,40258.41,Desktop,203.237.45.51,68.311563,135.762839,0
PAYMENT,45997.95,C669243512,97329.68,9:25,M969727368,30452.92,Mobile,33.127.155.196,46.483237,-65.90689,0
WITHDRAWAL,36351.41,C899593775,81662.28,2:28,M592149383,68046.21,Mobile,85.167.252.75,25.853076,-68.604687,0
WITHDRAWAL,3564.53,C306590176,99789.49,2:43,M514629612,25767.35,Web,174.239.243.232,7.505628,90.719551,1
PAYMENT,45722.89,C346145972,9469.41,3:44,M262272012,68504.31,Desktop,215.131.216.20,-35.68926,29.959953,0
TRANSFER,19664.82,C216427551,98932.61,4:27,M112002482,92434.16,Mobile,129.250.107.141,32.807886,-53.397532,0
TRANSFER,43867.24,C412587892,88605.59,13:18,M898653883,5668.19,Mobile,234.23.96.151,47.627069,87.823068,0
WITHDRAWAL,14400.92,C416042515,10303.08,16:56,M472648739,80231.3,Mobile,133.210.45.169,-42.917345,-122.453238,0
WITHDRAWAL,31057.01,C180943296,84466.73,13:51,M218268868,94047.04,Desktop,217.233.162.131,-60.788332,-82.868101,0
WITHDRAWAL,12326.83,C266323309,79629.86,9:44,M438875125,32164.49,Web,103.169.37.202,83.649188,-101.189451,0
TRANSFER,17591.13,C721269300,19827.39,17:11,M928815105,25564.25,Mobile,150.146.32.138,-2.033254,-36.970639,0
TRANSFER,19168.03,C571504039,34452.44,19:42,M922537050,56189.73,Mobile,202.164.170.219,-57.304163,52.78543,0
TRANSFER,20331.85,C134394339,13621.31,18:28,M607258178,46882.01,Desktop,225.171.28.58,-73.264885,88.502161,0
TRANSFER,9389.59,C635457030,42227.2,6:43,M803687080,15116.31,Desktop,219.13.120.47,20.886123,115.583384,0
WITHDRAWAL,13787.74,C386226297,62756.91,15:8,M599391588,18320.84,Desktop,100.92.180.134,-19.836917,31.429848,0
WITHDRAWAL,38577.12,C636343220,6733.42,16:37,M435592798,62434.42,Mobile,182.61.193.66,-18.453251,139.79433,0
PAYMENT,30853.98,C976885951,99723.21,9:17,M563441060,98273.42,Desktop,39.103.254.185,43.224931,26.470071,0
TRANSFER,24790.67,C987965170,57538.29,8:21,M180765285,92703.96,Web,103.188.167.110,-75.861998,-166.087629,0
WITHDRAWAL,44653.78,C587823613,81784.66,16:18,M587155105,8422.86,Mobile,222.239.46.245,-21.522121,116.091923,0
TRANSFER,42479.69,C365218335,13521.9,5:8,M488713518,59793.89,Desktop,113.160.189.134,-55.713776,56.634259,0
TRANSFER,39277.53,C293881070,51009.12,21:14,M227994807,27901.96,Mobile,178.121.33.221,-17.628468,-152.490061,0
TRANSFER,28640.4,C338390515,70851.35,20:10,M786384779,27794.52,Mobile,124.191.253.161,53.139126,6.216201,0
PAYMENT,17718.97,C944005184,85826.18,22:55,M383503701,5082.18,Desktop,247.225.203.153,5.256445,166.380757,0
WITHDRAWAL,236.33,C250889237,56261.93,0:52,M970530264,65284.51,Desktop,198.114.175.73,-48.139503,-39.238725,0
TRANSFER,2405.59,C721345666,40814.2,5:28,M585822078,75240.55,Mobile,247.179.50.201,52.753996,17.898432,0
TRANSFER,12243.39,C121077149,56828.41,14:58,M886003590,75369.79,Mobile,105.254.86.21,-10.802364,97.161264,0
TRANSFER,26954.17,C669018346,75440.26,13:55,M875878001,7342.53,Web,48.248.12.81,-51.135242,122.328197,0
PAYMENT,6758.86,C595752861,21792.68,14:18,M621131102,75628.21,Web,234.219.216.232,-59.703594,-6.692129,0
WITHDRAWAL,48826.81,C922988287,18932.16,17:30,M384394295,54464.2,Mobile,79.45.128.99,0.202596,-150.886291,0
PAYMENT,34681.59,C451838564,5735.84,0:52,M994034278,33152.41,Web,247.156.173.104,-51.411711,-26.05662,0
TRANSFER,22065.4,C501369556,89734.33,17:55,M755949217,26352.88,Desktop,96.58.189.79,-83.537878,52.237615,0
WITHDRAWAL,46938.2,C293328794,63568.82,17:32,M677224403,34489.77,Web,156.70.46.45,61.662597,8.869237,0
WITHDRAWAL,45436.09,C193546098,99154.65,5:9,M998836656,3539.57,Web,40.154.78.24,-51.377854,-87.529829,0
WITHDRAWAL,24004.84,C485136514,63198.86,7:13,M784992868,79249.0,Desktop,123.209.148.69,-25.714094,18.332493,0
TRANSFER,17065.16,C724012876,67264.66,20:55,M134720811,41014.8,Web,34.63.138.182,54.479341,-129.32572,0
PAYMENT,34518.42,C212314609,72775.12,22:31,M856496596,61211.26,Web,111.181.81.125,-33.225207,7.564059,0
PAYMENT,44408.47,C482367264,37929.14,21:57,M505683298,51846.23,Mobile,241.140.52.56,-9.620893,177.839128,0
WITHDRAWAL,44227.41,C723266502,49914.13,1:34,M606958676,48572.21,Desktop,56.158.211.139,-33.625505,-158.246846,0
TRANSFER,1959.07,C250272842,43245.82,1:46,M327909275,8928.49,Web,76.232.118.210,-48.343781,60.311101,0
PAYMENT,37193.51,C194263463,81373.22,4:4,M469875183,37563.01,Desktop,197.160.226.229,65.073155,84.1894,0
WITHDRAWAL,9104.71,C801115961,41473.15,3:42,M781907567,44646.89,Web,76.196.40.224,25.300841,27.691957,0
TRANSFER,40730.7,C260048227,41530.97,10:43,M792099719,73094.65,Mobile,40.146.94.189,79.318163,1.415769,0
PAYMENT,324.04,C797294190,9214.93,20:10,M328222201,63086.53,Mobile,180.189.199.174,8.266252,24.975043,0
TRANSFER,3501.32,C433370618,15434.88,17:46,M756470734,95279.16,Desktop,200.69.93.197,39.575059,-9.14871,0
PAYMENT,610.86,C766152770,5396.34,4:30,M659130091,31937.43,Mobile,143.22.36.116,35.580762,18.955008,0
TRANSFER,20929.98,C295784012,25060.36,23:0,M833406447,34605.83,Web,102.67.120.10,-18.042813,-28.060038,0
PAYMENT,37632.36,C380061805,833.2,11:43,M771924030,60136.25,Mobile,34.125.190.130,-57.254663,124.874955,0
TRANSFER,6514.68,C260000672,18578.74,9:47,M720963007,72250.66,Desktop,133.37.148.87,-41.010641,-153.270345,1
TRANSFER,9489.27,C585944913,24319.36,12:46,M419579003,65901.66,Web,171.179.190.108,-9.696864,55.354315,0
WITHDRAWAL,274.96,C113828397,63470.92,22:19,M206869398,71986.23,Desktop,214.181.233.175,-13.225434,-41.16065,0
WITHDRAWAL,41123.48,C492634498,34440.51,14:5,M305154812,37576.25,Mobile,80.241.249.243,62.208539,18.004545,0
TRANSFER,33558.7,C510829406,70064.27,21:22,M485115792,87848.01,Desktop,54.57.185.86,47.073612,-135.005167,0
PAYMENT,9383.31,C784267300,51573.56,20:53,M942294308,82424.22,Desktop,171.225.71.126,-71.415471,144.860684,0
WITHDRAWAL,44279.89,C790238437,18707.34,12:47,M661630591,5997.03,Mobile,234.252.16.196,-8.128177,-160.206291,0
WITHDRAWAL,38738.54,C587514535,77742.98,5:52,M460876390,95045.08,Mobile,126.139.12.115,-16.297772,-20.199478,0
TRANSFER,42546.86,C175433629,57816.93,22:40,M649282179,20004.4,Mobile,112.61.186.181,88.141961,109.931591,0
TRANSFER,25120.27,C391604954,87007.12,7:59,M234651184,91816.83,Mobile,121.30.150.229,15.544753,170.860381,0
TRANSFER,17040.86,C739925562,72254.37,5:29,M910370223,36382.75,Mobile,150.136.222.151,-69.767765,80.929916,0
TRANSFER,33706.96,C877145511,85535.63,21:15,M426709341,38003.95,Web,19.50.110.218,47.201115,-159.137189,0
WITHDRAWAL,14477.44,C174820876,42583.4,2:56,M698270191,67828.35,Web,114.235.205.81,-76.923581,-135.469737,0
TRANSFER,2606.93,C810786513,57604.24,18:42,M822841990,8704.79,Mobile,119.239.61.207,-63.87359,6.730636,0
WITHDRAWAL,33079.46,C751494393,60093.4,2:13,M580957796,51062.82,Desktop,134.48.201.221,-82.378633,23.323726,0
TRANSFER,45414.51,C677912223,92364.7,11:4,M879883796,38732.71,Web,120.105.63.123,57.049774,176.529757,0
PAYMENT,12123.96,C770056098,92119.3,19:38,M874615706,48097.24,Mobile,86.69.250.149,-47.368454,163.518851,1
WITHDRAWAL,15969.33,C100924219,88970.53,20:12,M468061437,1390.69,Mobile,221.106.204.233,84.501421,145.771956,0
TRANSFER,21476.77,C997128885,48980.42,2:5,M995294729,11184.89,Web,148.183.153.142,10.157363,75.165939,0
TRANSFER,2631.56,C270931330,83279.07,16:39,M895982301,29666.27,Mobile,70.106.19.88,69.777394,-18.306961,0
TRANSFER,18464.72,C792414641,43629.59,23:15,M524206060,99847.6,Web,230.87.14.147,-74.678564,167.186916,0
TRANSFER,16583.97,C644307958,84621.28,5:31,M944277367,70888.71,Desktop,104.161.87.241,59.308953,37.290018,0
PAYMENT,23219.62,C960854797,8308.99,8:41,M156027217,59090.79,Desktop,128.100.166.90,-2.862109,41.745648,0
TRANSFER,10285.5,C609520806,97827.68,2:38,M228740374,94654.98,Mobile,91.40.232.128,-84.474321,18.815783,0
PAYMENT,20821.39,C156761704,80638.48,1:13,M667248639,10981.33,Web,122.111.27.65,-31.112928,-76.370961,0
WITHDRAWAL,48403.77,C559573230,88473.14,22:45,M723101493,32950.4,Web,76.90.97.86,-60.796468,47.891373,0
WITHDRAWAL,23227.5,C398849174,63956.05,6:50,M392207922,43792.0,Web,224.170.151.124,23.402242,29.749694,0
WITHDRAWAL,6655.04,C136211440,28235.08,4:57,M196441086,97281.62,Web,52.60.133.166,88.457539,106.436011,0
TRANSFER,33866.31,C885290247,60050.92,21:20,M824232460,53372.05,Mobile,107.116.16.40,63.961887,-149.165944,0
TRANSFER,16844.11,C528194559,9464.19,0:15,M479943010,34626.54,Desktop,103.104.151.36,54.273707,15.779684,0
PAYMENT,33691.06,C835980186,75034.45,20:1,M823244053,41600.05,Desktop,118.227.185.204,-2.958462,57.035562,0
PAYMENT,31980.73,C301648759,1771.4,8:46,M568475950,53755.86,Web,229.64.148.18,75.075989,145.574651,0
TRANSFER,48806.0,C873832590,60261.44,16:8,M753806993,23397.13,Mobile,118.159.189.253,-69.468778,37.189559,0
WITHDRAWAL,36270.71,C636319898,52731.69,2:36,M811362191,16888.7,Mobile,217.108.60.181,-88.805731,57.67841,0
WITHDRAWAL,44269.37,C563903282,9133.3,0:17,M454841853,54356.87,Desktop,57.36.93.60,-30.51682,140.275523,0
PAYMENT,1029.54,C323051062,50859.79,15:57,M454693561,87638.68,Mobile,240.57.12.23,28.84933,-53.513817,0
TRANSFER,47052.93,C491717913,65264.45,17:28,M115248636,10860.37,Web,158.13.242.24,27.443342,154.947358,0
WITHDRAWAL,30290.09,C382941419,22488.2,21:16,M255185597,35528.06,Mobile,175.60.75.165,-59.198097,98.586197,0
PAYMENT,32251.3,C189941076,67713.72,0:9,M285824016,19910.19,Desktop,141.178.172.243,-53.491408,69.257381,0
PAYMENT,20000.84,C178386193,13508.22,13:46,M356500126,98195.83,Web,13.238.75.220,26.885854,71.348679,0
WITHDRAWAL,13189.61,C633109367,86870.21,20:46,M802728841,1195.71,Web,36.40.224.17,61.151544,-19.840274,0
WITHDRAWAL,36060.93,C114319951,72810.07,13:52,M966745804,55841.44,Desktop,133.145.88.96,-52.904479,153.845815,0
TRANSFER,31900.33,C305282584,24240.77,14:32,M882893061,67818.09,Desktop,66.126.20.209,-77.438558,-153.522849,0
WITHDRAWAL,2304.46,C312375584,98334.19,6:25,M896214690,86755.38,Mobile,133.190.93.16,-14.115003,-67.37057,0
PAYMENT,12174.04,C874764629,9751.75,3:25,M501616570,94219.44,Mobile,214.196.179.207,-3.855188,91.667441,0
TRANSFER,49023.63,C479977172,91950.7,7:26,M830613592,62518.08,Mobile,99.237.226.71,-87.69128,-83.739824,0
WITHDRAWAL,6291.71,C564905825,86672.67,7:11,M942216317,16881.88,Mobile,112.237.167.165,-66.492076,135.146334,0
PAYMENT,31834.86,C598202844,13005.59,23:0,M127973338,60425.26,Mobile,160.193.135.94,-75.36629,142.346938,0
PAYMENT,38948.69,C710483652,60537.85,8:0,M354561423,84852.76,Web,209.212.157.115,-26.644961,-11.573571,0
WITHDRAWAL,28416.97,C484713721,37983.16,11:38,M778215043,89753.14,Web,251.144.178.33,46.554639,-20.986657,0
PAYMENT,43815.82,C140488358,16093.89,17:18,M338593812,59320.06,Desktop,54.194.52.37,-51.836753,-74.737952,0
PAYMENT,10886.18,C200231493,24287.1,1:56,M927435733,82837.09,Mobile,175.22.84.197,75.417766,43.666627,0
TRANSFER,83.06,C131017887,12903.63,0:37,M907515256,19875.8,Desktop,232.138.135.174,-57.128811,-118.873339,0
TRANSFER,17783.89,C153919031,83845.77,11:25,M121314769,17222.66,Web,64.31.140.120,-88.729861,74.275987,0
PAYMENT,40803.02,C946201377,26567.54,9:19,M225703895,52678.92,Mobile,136.227.72.11,-26.896545,171.015792,0
WITHDRAWAL,20992.89,C624006959,23623.98,18:31,M544145749,3498.09,Desktop,205.68.248.207,24.223674,-62.889669,0
TRANSFER,32847.18,C751996417,90396.84,8:35,M572337683,48578.12,Web,32.69.252.158,-72.969669,-127.342787,0
PAYMENT,11557.56,C635725162,77562.02,9:4,M489155562,61595.74,Desktop,73.27.224.86,-84.776413,-95.546091,0
WITHDRAWAL,28050.36,C850402367,30870.77,11:15,M702394817,96722.88,Web,209.61.194.245,-6.848329,5.196713,0
WITHDRAWAL,12787.03,C908405505,53568.68,17:44,M301222290,28196.5,Web,146.205.208.229,68.906408,-47.943662,0
WITHDRAWAL,11094.93,C108699834,65872.95,4:4,M296549301,77791.63,Mobile,204.23.22.221,-38.368378,-147.366358,1
TRANSFER,46666.69,C851604049,70910.15,11:22,M486181122,86112.06,Web,229.113.76.148,75.266452,117.874822,0
PAYMENT,43493.57,C245413657,51772.49,19:23,M229996782,1492.38,Web,20.195.180.150,50.697721,18.248054,0
WITHDRAWAL,13980.3,C947987293,66747.69,8:0,M348817835,36273.69,Mobile,197.214.27.115,13.545167,69.913567,0
TRANSFER,27594.29,C344270471,62782.57,22:24,M467762187,20403.76,Mobile,46.79.185.83,-12.108305,-113.891983,0
TRANSFER,16684.63,C541897895,36493.06,14:8,M230619182,49104.3,Mobile,96.178.98.227,-74.877954,-7.2818,0
TRANSFER,14034.77,C839437568,29653.76,21:11,M689981109,92816.27,Desktop,20.237.100.158,17.779968,152.722956,0
TRANSFER,18899.9,C582947870,31535.76,13:45,M340206445,40144.75,Web,83.251.84.137,42.083361,-179.026116,0
WITHDRAWAL,34808.45,C429988404,60870.03,5:24,M105094757,6342.92,Mobile,49.172.139.126,75.027803,-160.342117,0
WITHDRAWAL,48772.89,C580488294,6494.73,9:32,M912631515,2586.68,Mobile,238.205.47.208,-55.017403,160.877905,0
WITHDRAWAL,37711.58,C526173580,62133.97,16:59,M704687342,62711.18,Mobile,25.208.148.147,78.302094,168.775594,0
TRANSFER,26259.44,C680953398,60409.58,10:16,M782580886,38739.91,Mobile,189.27.56.80,89.154412,-117.17961,0
PAYMENT,29931.3,C163485293,76591.46,17:11,M555796408,8234.1,Web,40.131.192.50,43.531005,44.738177,0
PAYMENT,34380.93,C699574027,43058.11,4:13,M542223683,51713.56,Web,158.114.133.92,-12.603102,-16.516492,0
WITHDRAWAL,18549.45,C412161405,88912.65,14:35,M835363333,39727.45,Desktop,220.174.179.145,-27.070997,32.308977,0
TRANSFER,46288.39,C974425258,77003.78,15:44,M186503385,62038.57,Mobile,82.193.142.239,-69.523388,83.457222,0
PAYMENT,46398.75,C313692875,47830.66,14:16,M333703031,53726.39,Desktop,49.191.115.206,49.469414,79.686824,0
PAYMENT,41716.05,C901756083,10945.43,10:42,M657159758,41692.96,Web,167.66.112.88,-81.470119,69.122416,0
PAYMENT,2306.0,C776398678,17610.94,4:52,M985674361,67237.78,Web,17.133.88.171,89.096198,175.653995,0
TRANSFER,35502.0,C538798546,74102.76,20:15,M295006322,27865.74,Mobile,81.97.163.245,41.920467,81.189427,0
PAYMENT,33874.98,C178280223,66035.97,5:5,M406620458,8395.04,Desktop,143.47.97.227,63.86357,164.717022,0
TRANSFER,36798.81,C835687985,11719.86,6:34,M962619346,21911.13,Mobile,98.25.24.144,76.607049,-42.384908,0
WITHDRAWAL,30211.5,C922297659,12694.79,2:3,M731404416,3565.92,Mobile,74.187.208.29,-25.232046,-70.777724,0
WITHDRAWAL,39052.13,C805987650,13695.53,6:18,M917931156,99033.64,Web,82.48.142.73,-26.537525,130.221044,0
PAYMENT,22131.7,C550229070,44607.52,20:4,M111616236,64701.76,Desktop,163.223.132.111,-37.537388,-96.597077,0
WITHDRAWAL,5350.11,C997929796,4653.78,4:19,M790528561,78080.88,Mobile,56.68.82.27,88.099318,162.609004,0
TRANSFER,29366.11,C866908416,15193.57,2:43,M927377013,68956.58,Mobile,127.25.19.103,-60.731115,-66.878903,0
WITHDRAWAL,19677.46,C767051795,9458.82,3:30,M125807743,75274.34,Mobile,225.19.154.182,6.845011,146.471371,0
PAYMENT,22244.7,C137139076,89943.43,2:22,M790416028,27106.46,Mobile,39.33.203.213,19.421905,91.750975,0
TRANSFER,6143.1,C661492845,41651.71,20:25,M974667396,18305.91,Web,226.33.104.114,-46.664078,19.935182,0
TRANSFER,13641.26,C818471137,63553.92,0:18,M514325338,33807.88,Desktop,106.157.109.11,47.822539,-30.718728,0
PAYMENT,25895.62,C344585475,99412.08,21:46,M514644970,75674.83,Desktop,219.89.164.53,10.564562,109.230425,0
WITHDRAWAL,49908.63,C604761253,81040.13,22:12,M181974067,7369.23,Web,115.69.99.207,-37.994704,169.821602,0
PAYMENT,12189.08,C226265177,69476.78,15:47,M198968432,68679.5,Mobile,121.194.212.83,-32.396016,-7.158677,0
WITHDRAWAL,39466.24,C319913603,57117.03,0:17,M960382797,65565.8,Web,131.165.192.32,-86.741259,-165.613629,0
PAYMENT,11292.67,C609682049,60930.39,16:21,M731231755,40462.67,Web,10.51.167.128,-18.224515,-161.153022,0
TRANSFER,12876.34,C106527851,20977.44,10:30,M741582013,2977.57,Desktop,118.225.193.176,-74.377167,166.41216,1
TRANSFER,29297.7,C264830758,2216.89,4:35,M520685995,34423.77,Desktop,65.98.135.81,-83.107136,20.698115,0
WITHDRAWAL,16872.27,C575897141,26553.53,2:15,M429874085,29008.64,Web,248.149.224.43,-33.121707,53.567783,0
WITHDRAWAL,12277.45,C809854001,34332.76,14:13,M477321302,39239.44,Mobile,147.206.25.227,-20.999968,-143.962581,1
TRANSFER,30888.14,C650262705,4480.56,6:34,M705465410,85118.84,Web,32.243.23.12,-18.603551,-141.253286,0
TRANSFER,47159.45,C778943964,81481.21,14:50,M891842345,35187.88,Desktop,41.75.11.181,-42.687896,-25.562322,0
TRANSFER,5649.1,C808725677,59613.51,7:54,M565660909,48121.31,Mobile,152.47.214.37,-79.760543,-114.575946,0
PAYMENT,31062.89,C225167451,60292.31,4:7,M399408379,52562.84,Web,107.152.99.235,-85.913854,168.654183,0
WITHDRAWAL,42002.9,C400050307,62208.08,20:14,M596961398,61391.7,Web,108.244.75.241,-19.636096,-175.979246,0
TRANSFER,31720.69,C115006684,42736.11,7:33,M758419661,22091.7,Web,49.245.208.205,-63.425662,125.051891,0
WITHDRAWAL,31549.82,C278039813,23969.34,10:20,M296183191,21189.76,Web,137.44.129.187,-83.3155,40.386992,0
WITHDRAWAL,15855.83,C798665836,94937.01,20:53,M169412731,85340.75,Web,123.48.21.114,21.012706,-50.418339,0
TRANSFER,24820.09,C622802995,77068.81,16:30,M881312118,46519.72,Mobile,58.228.12.141,22.766277,114.190897,0
WITHDRAWAL,10553.23,C633046620,151.26,22:27,M240733151,3940.93,Mobile,43.168.95.119,1.462486,14.700909,0
TRANSFER,17695.62,C432948155,94197.18,7:25,M638351842,58606.98,Desktop,228.218.173.14,-12.323446,-156.378285,0
WITHDRAWAL,42454.66,C630713987,822.11,2:51,M484431257,21767.98,Web,235.86.175.24,-43.672023,135.002761,0
WITHDRAWAL,132.12,C479612348,7011.78,0:0,M319598735,96405.52,Desktop,187.146.63.104,30.654708,-71.104525,0
WITHDRAWAL,16047.44,C695649580,78611.76,12:4,M414961548,33041.97,Desktop,244.244.243.26,89.62297,-21.063683,0
WITHDRAWAL,15087.83,C958142415,38998.6,16:47,M584532716,9804.31,Mobile,57.209.101.132,32.270135,4.138214,0
PAYMENT,48275.96,C512747573,35510.16,7:41,M740364468,66702.46,Desktop,48.76.182.195,-16.735331,117.658262,0
PAYMENT,37838.99,C559086604,26026.39,10:36,M155561167,71594.42,Web,15.76.199.215,32.52887,75.807601,0
PAYMENT,30722.92,C359621582,79506.84,17:36,M715634850,72680.67,Web,30.190.200.140,40.994996,-95.095747,0
PAYMENT,13978.86,C430187775,36206.0,7:19,M946938715,71174.83,Web,56.90.161.100,23.459523,-123.234418,0
PAYMENT,27852.05,C914616701,33380.69,22:14,M725682025,58427.3,Web,195.239.232.171,0.223235,-142.90959,0
PAYMENT,21767.47,C678306454,55255.15,3:43,M509982338,34627.97,Mobile,20.190.127.67,-29.486383,-168.310683,0
PAYMENT,9176.45,C978114839,35217.95,0:41,M786570227,89687.87,Desktop,83.214.228.31,53.092973,3.513979,1
PAYMENT,13968.62,C324875005,98186.36,10:39,M953811109,18326.5,Desktop,139.143.152.103,68.420926,117.618943,0
TRANSFER,10456.22,C336361118,48831.24,12:0,M750215992,16825.84,Web,101.100.21.44,86.962734,-38.418655,0
TRANSFER,39623.3,C730184012,10945.53,7:53,M756852945,75904.39,Desktop,65.212.156.219,-25.0676,34.30688,0
TRANSFER,20368.33,C230626007,97671.06,15:3,M599198682,94821.04,Mobile,121.189.134.168,10.301467,102.456813,1
WITHDRAWAL,39101.94,C609189241,38886.27,1:6,M308074459,89854.19,Desktop,238.176.56.130,75.098482,171.683728,0
TRANSFER,14153.99,C682312475,89855.86,9:17,M950916572,12291.9,Web,136.146.158.228,-86.964002,-125.94996,0
PAYMENT,27138.74,C405110251,5019.0,5:21,M410770769,2262.94,Desktop,247.142.126.140,-62.54439,132.147338,0
PAYMENT,48811.89,C327409744,17921.51,0:14,M123863002,86518.14,Desktop,204.222.72.248,23.345886,-71.466539,0
TRANSFER,32009.05,C315816950,68093.95,0:51,M836916078,77779.11,Mobile,116.81.213.224,87.414437,-14.344702,0
WITHDRAWAL,18063.5,C165274142,71037.13,19:57,M980551878,93479.16,Web,68.60.137.27,21.669471,-43.016326,0
WITHDRAWAL,46044.42,C176180482,13062.06,23:4,M122698917,88337.23,Web,83.112.92.76,6.777887,-142.042978,0
WITHDRAWAL,10288.67,C969403865,87400.85,12:59,M279049665,2211.23,Mobile,100.53.185.91,64.770474,-151.347327,0
PAYMENT,21888.4,C746332159,71222.44,0:54,M647829268,56409.59,Desktop,129.173.189.18,-87.941248,177.349979,0
PAYMENT,7029.26,C974255341,7597.8,15:21,M147444122,45162.46,Web,29.129.185.82,54.560385,52.192458,0
PAYMENT,48897.36,C290979561,84711.5,7:26,M313907112,78567.35,Mobile,189.88.174.81,-2.735222,-12.935382,0
WITHDRAWAL,37631.3,C120434030,43316.88,15:39,M550383564,72734.49,Desktop,239.92.42.130,-52.975784,124.752384,0
WITHDRAWAL,12324.42,C175804246,9547.28,10:37,M884785779,73155.48,Web,230.50.45.244,56.926991,5.544992,0
WITHDRAWAL,26799.55,C948908745,10992.87,21:18,M109133046,95303.89,Web,75.78.98.28,-18.758324,159.279902,0
PAYMENT,10766.13,C115595679,26160.35,21:18,M361635095,82540.27,Web,131.143.92.67,-68.067935,76.95123,0
PAYMENT,48741.8,C771553253,63611.86,7:38,M589012091,24205.31,Web,234.39.229.154,-71.779346,86.542942,0
TRANSFER,13877.69,C735292376,91791.12,4:3,M401766239,2379.99,Web,181.90.214.43,42.739871,-1.920272,0
TRANSFER,25028.07,C780620902,39494.66,11:3,M979406486,44921.83,Web,58.58.172.180,38.206529,103.790865,0
PAYMENT,7430.26,C971106640,77042.15,4:0,M548301398,18569.83,Desktop,64.211.217.140,-39.138561,104.232971,0
WITHDRAWAL,5581.46,C368720863,46839.93,14:59,M715191364,31679.48,Desktop,231.48.225.226,73.275445,-127.86786,0
TRANSFER,4300.14,C134745207,54996.55,16:26,M325284781,11295.57,Mobile,11.205.91.213,46.196013,61.908764,0
TRANSFER,39657.62,C442608381,24224.83,20:37,M170676322,87983.43,Web,110.220.54.165,-36.514307,101.840549,0
WITHDRAWAL,49701.02,C412191355,61278.15,0:30,M790305692,76364.81,Mobile,65.84.96.106,-58.579429,-51.851817,0
TRANSFER,6842.74,C374891939,95645.22,18:59,M264511681,11005.05,Mobile,159.235.101.204,-2.702388,114.334278,0
TRANSFER,5740.96,C709884202,1526.19,18:3,M883373132,32275.14,Desktop,92.87.194.231,-0.566057,87.428206,0
PAYMENT,30450.33,C422901349,65537.62,12:51,M160199343,50178.95,Desktop,113.28.247.233,28.757115,131.849975,0
TRANSFER,43642.24,C114334063,26941.92,17:38,M570634059,77294.52,Mobile,13.116.33.150,-82.90037,134.369469,0
PAYMENT,5752.31,C496900843,90038.01,10:11,M563804227,46187.1,Mobile,235.115.60.104,21.493152,152.722868,0
WITHDRAWAL,12838.1,C400921713,96991.07,0:28,M423419451,35535.86,Desktop,92.88.126.145,89.279984,4.359887,0
PAYMENT,39874.8,C951522304,62349.82,18:29,M498809541,62274.42,Desktop,251.102.251.254,32.540025,60.071335,0
TRANSFER,6676.41,C870588921,2104.95,4:10,M637007735,74367.48,Mobile,51.10.209.59,88.099345,100.948175,0
WITHDRAWAL,10682.9,C544058198,1106.55,5:59,M113065071,30197.73,Mobile,55.72.43.204,22.198665,93.085931,0
PAYMENT,31886.69,C136337099,75249.99,6:45,M383564389,48748.55,Web,93.66.140.84,-55.403083,135.853236,0
PAYMENT,34481.23,C426198868,43104.07,7:45,M540751314,60663.97,Desktop,38.176.78.162,-80.856476,-105.017454,1
PAYMENT,49013.12,C365344625,19513.09,1:58,M711161460,38133.85,Desktop,188.131.47.197,46.850113,64.683674,0
PAYMENT,4446.02,C487851587,67233.53,15:55,M999269201,71764.17,Desktop,185.54.248.70,0.509787,-26.121367,0
WITHDRAWAL,6639.44,C351556815,78799.46,2:32,M128079371,70765.21,Mobile,58.18.212.181,-51.265825,-22.375251,0
WITHDRAWAL,38080.69,C394746771,39786.12,9:0,M269269046,67470.47,Web,100.85.203.136,-25.606605,-153.811146,0
WITHDRAWAL,20107.94,C658477404,99831.16,19:52,M341534128,15661.43,Web,28.189.217.150,70.6801,-121.349727,0
WITHDRAWAL,352.21,C173143029,91999.8,14:30,M968304861,99942.77,Web,17.30.157.225,33.819428,-112.708931,0
TRANSFER,23158.04,C946326501,45655.17,15:33,M224175938,33604.83,Desktop,254.172.153.122,57.009005,-22.734098,0
PAYMENT,4019.24,C583700375,71442.11,23:16,M625341669,74131.68,Desktop,37.98.224.106,-25.20809,-77.051973,0
TRANSFER,44619.8,C460670090,52791.68,17:4,M744254814,29299.36,Mobile,47.246.147.211,80.663408,2.066226,0
PAYMENT,39178.08,C294273389,68644.82,8:42,M761356808,35176.15,Desktop,91.124.247.58,-31.547478,-39.409423,0
PAYMENT,40115.43,C216072088,71981.03,20:59,M849416952,30460.21,Web,31.60.37.20,-42.354723,152.125536,0
TRANSFER,7163.66,C434028142,97215.68,13:16,M159465323,26229.56,Desktop,81.213.64.27,24.046173,26.995522,0
PAYMENT,26411.91,C289503811,31909.77,18:16,M553439595,15309.06,Desktop,57.156.159.43,-17.030654,-99.325421,0
TRANSFER,1636.76,C802908564,59905.56,6:52,M135969193,12123.76,Web,165.231.219.245,57.7302,64.495848,0
PAYMENT,41935.27,C267618548,71982.67,3:22,M572532919,98992.12,Web,75.209.48.98,35.648548,-148.653058,0
WITHDRAWAL,37562.25,C608898423,29597.88,7:7,M844093229,18123.48,Web,94.139.65.32,80.206699,92.338627,0
